Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore+GE,1783301392906165.85,10213.37,16482.304,12432.458,NPU:0
MindSpore,1783301392906173.33,10201.081,16482.304,12420.169,NPU:0
MindSpore+GE,1783301392906173.33,10201.081,16482.304,12420.169,NPU:0
MindSpore,1783301392906183.07,10188.7925,16482.304,12407.8805,NPU:0
MindSpore+GE,1783301392906183.07,10188.7925,16482.304,12407.8805,NPU:0
MindSpore,1783301392906204.18,10164.216,16482.304,12383.304,NPU:0
MindSpore+GE,1783301392906204.18,10164.216,16482.304,12383.304,NPU:0
MindSpore,1783301392906300.71,10188.7925,16482.304,12407.8805,NPU:0
MindSpore+GE,1783301392906300.71,10188.7925,16482.304,12407.8805,NPU:0
MindSpore,1783301392906337.89,10176.504,16482.304,12395.592,NPU:0
MindSpore+GE,1783301392906337.89,10176.504,16482.304,12395.592,NPU:0
MindSpore,1783301392906379.74,10164.2155,16482.304,12383.3035,NPU:0
MindSpore+GE,1783301392906379.74,10164.2155,16482.304,12383.3035,NPU:0
MindSpore,1783301392906495.12,10171.384,16482.304,12390.472,NPU:0
MindSpore+GE,1783301392906495.12,10171.384,16482.304,12390.472,NPU:0
MindSpore,1783301392906528.52,10191.865,16482.304,12410.953,NPU:0
MindSpore+GE,1783301392906528.52,10191.865,16482.304,12410.953,NPU:0
MindSpore,1783301392906535.62,10171.384,16482.304,12390.472,NPU:0
MindSpore+GE,1783301392906535.62,10171.384,16482.304,12390.472,NPU:0
MindSpore,1783301392906722.19,10192.8885,16482.304,12411.9765,NPU:0
MindSpore+GE,1783301392906722.19,10192.8885,16482.304,12411.9765,NPU:0
MindSpore,1783301392906745.16,10213.3695,16482.304,12432.4575,NPU:0
MindSpore+GE,1783301392906745.16,10213.3695,16482.304,12432.4575,NPU:0
MindSpore,1783301392906751.53,10192.8885,16482.304,12411.9765,NPU:0
MindSpore+GE,1783301392906751.53,10192.8885,16482.304,12411.9765,NPU:0
MindSpore,1783301392906763.23,10168.312,16482.304,12387.4,NPU:0
MindSpore+GE,1783301392906763.23,10168.312,16482.304,12387.4,NPU:0
MindSpore,1783301392906821.09,10161.1435,16482.304,12380.2315,NPU:0
MindSpore+GE,1783301392906821.09,10161.1435,16482.304,12380.2315,NPU:0
MindSpore,1783301392906832.61,10139.639,16482.304,12358.727,NPU:0
MindSpore+GE,1783301392906832.61,10139.639,16482.304,12358.727,NPU:0
MindSpore,1783301392906877.94,10182.6475,16482.304,12401.7355,NPU:0
MindSpore+GE,1783301392906877.94,10182.6475,16482.304,12401.7355,NPU:0
MindSpore,1783301392906900.51,10204.154,16482.304,12423.242,NPU:0
MindSpore+GE,1783301392906900.51,10204.154,16482.304,12423.242,NPU:0
MindSpore,1783301392906908.5,10182.6475,16482.304,12401.7355,NPU:0
MindSpore+GE,1783301392906908.5,10182.6475,16482.304,12401.7355,NPU:0
MindSpore,1783301392906918.77,10161.143,16482.304,12380.231,NPU:0
MindSpore+GE,1783301392906918.77,10161.143,16482.304,12380.231,NPU:0
MindSpore,1783301392907345.98,10168.3115,16482.304,12387.3995,NPU:0
MindSpore+GE,1783301392907345.98,10168.3115,16482.304,12387.3995,NPU:0
MindSpore,1783301392907350.15,10168.319,16482.304,12387.407,NPU:0
MindSpore+GE,1783301392907350.15,10168.319,16482.304,12387.407,NPU:0
MindSpore,1783301392907387.66,10184.9845,16482.304,12404.0725,NPU:0
MindSpore+GE,1783301392907387.66,10184.9845,16482.304,12404.0725,NPU:0
MindSpore,1783301392907398.57,10168.319,16482.304,12387.407,NPU:0
MindSpore+GE,1783301392907398.57,10168.319,16482.304,12387.407,NPU:0
MindSpore,1783301392907411.07,10161.1505,16482.304,12380.2385,NPU:0
MindSpore+GE,1783301392907411.07,10161.1505,16482.304,12380.2385,NPU:0
MindSpore,1783301392907428.68,10153.982,16482.304,12373.07,NPU:0
MindSpore+GE,1783301392907428.68,10153.982,16482.304,12373.07,NPU:0
MindSpore,1783301392907438.48,10153.9735,16482.304,12373.0615,NPU:0
MindSpore+GE,1783301392907438.48,10153.9735,16482.304,12373.0615,NPU:0
MindSpore,1783301392907764.89,10022.901,16482.304,12045.38,NPU:0
MindSpore+GE,1783301392907764.89,10022.901,16482.304,12045.38,NPU:0
MindSpore,1783301392908098.02,10022.8845,16482.304,12045.3385,NPU:0
MindSpore+GE,1783301392908098.02,10022.8845,16482.304,12045.3385,NPU:0
MindSpore,1783301392908391.92,10015.716,16482.304,12027.417,NPU:0
MindSpore+GE,1783301392908391.92,10015.716,16482.304,12027.417,NPU:0
MindSpore,1783301392908650.06,10008.5475,16482.304,12009.4955,NPU:0
MindSpore+GE,1783301392908650.06,10008.5475,16482.304,12009.4955,NPU:0
MindSpore,1783301392908915.9,9959.395,16482.304,11886.614,NPU:0
MindSpore+GE,1783301392908915.9,9959.395,16482.304,11886.614,NPU:0
MindSpore,1783301392909201.31,9959.3905,16482.304,11886.6025,NPU:0
MindSpore+GE,1783301392909201.31,9959.3905,16482.304,11886.6025,NPU:0
MindSpore,1783301392909480.77,9957.598,16482.304,11882.121,NPU:0
MindSpore+GE,1783301392909480.77,9957.598,16482.304,11882.121,NPU:0
MindSpore,1783301392909755.36,9955.8055,16482.304,11877.6395,NPU:0
MindSpore+GE,1783301392909755.36,9955.8055,16482.304,11877.6395,NPU:0
MindSpore,1783301392910047.18,9955.357,16482.304,11876.518,NPU:0
MindSpore+GE,1783301392910047.18,9955.357,16482.304,11876.518,NPU:0
MindSpore,1783301392910311.84,9898.0125,16482.304,11733.1565,NPU:0
MindSpore+GE,1783301392910311.84,9898.0125,16482.304,11733.1565,NPU:0
MindSpore,1783301392910580.19,9887.26,16482.304,11706.275,NPU:0
MindSpore+GE,1783301392910580.19,9887.26,16482.304,11706.275,NPU:0
MindSpore,1783301392910859.72,9690.6515,16482.304,11214.7535,NPU:0
MindSpore+GE,1783301392910859.72,9690.6515,16482.304,11214.7535,NPU:0
MindSpore,1783301392911124.46,9687.067,16482.304,11205.792,NPU:0
MindSpore+GE,1783301392911124.46,9687.067,16482.304,11205.792,NPU:0
MindSpore,1783301392911383.23,9629.7225,16482.304,11062.4305,NPU:0
MindSpore+GE,1783301392911383.23,9629.7225,16482.304,11062.4305,NPU:0
MindSpore,1783301392911657.96,9601.05,16482.304,10990.749,NPU:0
MindSpore+GE,1783301392911657.96,9601.05,16482.304,10990.749,NPU:0
MindSpore,1783301392911919.95,9586.7135,16482.304,10954.9075,NPU:0
MindSpore+GE,1783301392911919.95,9586.7135,16482.304,10954.9075,NPU:0
MindSpore,1783301392912194.57,9579.545,16482.304,10936.986,NPU:0
MindSpore+GE,1783301392912194.57,9579.545,16482.304,10936.986,NPU:0
MindSpore,1783301392912579.17,9579.549,16482.304,10936.99,NPU:0
MindSpore+GE,1783301392912579.17,9579.549,16482.304,10936.99,NPU:0
MindSpore,1783301392912916.5,9579.5415,16482.304,10936.994,NPU:0
MindSpore+GE,1783301392912916.5,9579.5415,16482.304,10936.994,NPU:0
MindSpore,1783301392913022.04,9586.71,16482.304,10944.1625,NPU:0
MindSpore+GE,1783301392913022.04,9586.71,16482.304,10944.1625,NPU:0
MindSpore,1783301392913056.39,9579.5415,16482.304,10936.994,NPU:0
MindSpore+GE,1783301392913056.39,9579.5415,16482.304,10936.994,NPU:0
MindSpore,1783301392913063.98,9572.373,16482.304,10929.8255,NPU:0
MindSpore+GE,1783301392913063.98,9572.373,16482.304,10929.8255,NPU:0
MindSpore,1783301392913124.28,9586.7095,16482.304,10944.162,NPU:0
MindSpore+GE,1783301392913124.28,9586.7095,16482.304,10944.162,NPU:0
MindSpore,1783301392913195.52,9593.878,16482.304,10951.3305,NPU:0
MindSpore+GE,1783301392913195.52,9593.878,16482.304,10951.3305,NPU:0
MindSpore,1783301392913239.32,9579.5415,16482.304,10936.994,NPU:0
MindSpore+GE,1783301392913239.32,9579.5415,16482.304,10936.994,NPU:0
MindSpore,1783301392913344.48,9612.31,16482.304,10969.7625,NPU:0
MindSpore+GE,1783301392913344.48,9612.31,16482.304,10969.7625,NPU:0
MindSpore,1783301392913365.52,9632.791,16482.304,10990.2435,NPU:0
MindSpore+GE,1783301392913365.52,9632.791,16482.304,10990.2435,NPU:0
MindSpore,1783301392913371.83,9612.31,16482.304,10969.7625,NPU:0
MindSpore+GE,1783301392913371.83,9612.31,16482.304,10969.7625,NPU:0
MindSpore,1783301392913554.39,9640.9825,16482.304,10998.435,NPU:0
MindSpore+GE,1783301392913554.39,9640.9825,16482.304,10998.435,NPU:0
MindSpore,1783301392913577.94,9661.4635,16482.304,11018.916,NPU:0
MindSpore+GE,1783301392913577.94,9661.4635,16482.304,11018.916,NPU:0
MindSpore,1783301392913584.95,9640.9825,16482.304,10998.435,NPU:0
MindSpore+GE,1783301392913584.95,9640.9825,16482.304,10998.435,NPU:0
MindSpore,1783301392913601.44,9633.814,16482.304,10991.2665,NPU:0
MindSpore+GE,1783301392913601.44,9633.814,16482.304,10991.2665,NPU:0
MindSpore,1783301392913623.93,9601.0455,16482.304,10958.498,NPU:0
MindSpore+GE,1783301392913623.93,9601.0455,16482.304,10958.498,NPU:0
MindSpore,1783301392913632.96,9572.373,16482.304,10929.8255,NPU:0
MindSpore+GE,1783301392913632.96,9572.373,16482.304,10929.8255,NPU:0
MindSpore,1783301392913690.79,9637.9095,16482.304,10995.362,NPU:0
MindSpore+GE,1783301392913690.79,9637.9095,16482.304,10995.362,NPU:0
MindSpore,1783301392913729.67,9605.141,16482.304,10962.5935,NPU:0
MindSpore+GE,1783301392913729.67,9605.141,16482.304,10962.5935,NPU:0
MindSpore,1783301392913768.5,9662.4855,16482.304,11019.938,NPU:0
MindSpore+GE,1783301392913768.5,9662.4855,16482.304,11019.938,NPU:0
MindSpore,1783301392913800.93,9691.16,16482.304,11048.6125,NPU:0
MindSpore+GE,1783301392913800.93,9691.16,16482.304,11048.6125,NPU:0
MindSpore,1783301392913809.19,9662.4855,16482.304,11019.938,NPU:0
MindSpore+GE,1783301392913809.19,9662.4855,16482.304,11019.938,NPU:0
MindSpore,1783301392913820.87,9633.813,16482.304,10991.2655,NPU:0
MindSpore+GE,1783301392913820.87,9633.813,16482.304,10991.2655,NPU:0
MindSpore,1783301392914013.14,9895.9575,16482.304,11253.41,NPU:0
MindSpore+GE,1783301392914013.14,9895.9575,16482.304,11253.41,NPU:0
MindSpore,1783301392914038.52,9961.496,16482.304,11318.9485,NPU:0
MindSpore+GE,1783301392914038.52,9961.496,16482.304,11318.9485,NPU:0
MindSpore,1783301392914047.67,9895.9575,16482.304,11253.41,NPU:0
MindSpore+GE,1783301392914047.67,9895.9575,16482.304,11253.41,NPU:0
MindSpore,1783301392914121.19,10027.03,16482.304,11384.4825,NPU:0
MindSpore+GE,1783301392914121.19,10027.03,16482.304,11384.4825,NPU:0
MindSpore,1783301392914138.98,10092.5685,16482.304,11450.021,NPU:0
MindSpore+GE,1783301392914138.98,10092.5685,16482.304,11450.021,NPU:0
MindSpore,1783301392914145.41,10027.03,16482.304,11384.4825,NPU:0
MindSpore+GE,1783301392914145.41,10027.03,16482.304,11384.4825,NPU:0
MindSpore,1783301392914168.13,9961.4935,16482.304,11318.946,NPU:0
MindSpore+GE,1783301392914168.13,9961.4935,16482.304,11318.946,NPU:0
MindSpore,1783301392914182.95,9699.349,16482.304,11056.8015,NPU:0
MindSpore+GE,1783301392914182.95,9699.349,16482.304,11056.8015,NPU:0
MindSpore,1783301392914219.35,9830.4215,16482.304,11187.874,NPU:0
MindSpore+GE,1783301392914219.35,9830.4215,16482.304,11187.874,NPU:0
MindSpore,1783301392914254.3,9568.277,16482.304,10925.7295,NPU:0
MindSpore+GE,1783301392914254.3,9568.277,16482.304,10925.7295,NPU:0
MindSpore,1783301392914440.26,9699.3495,16482.304,11056.802,NPU:0
MindSpore+GE,1783301392914440.26,9699.3495,16482.304,11056.802,NPU:0
MindSpore,1783301392914463.86,9699.3515,16482.304,11056.804,NPU:0
MindSpore+GE,1783301392914463.86,9699.3515,16482.304,11056.804,NPU:0
MindSpore,1783301392914472.21,9699.3495,16482.304,11056.802,NPU:0
MindSpore+GE,1783301392914472.21,9699.3495,16482.304,11056.802,NPU:0
MindSpore,1783301392914501.21,9568.277,16482.304,10925.7295,NPU:0
MindSpore+GE,1783301392914501.21,9568.277,16482.304,10925.7295,NPU:0
MindSpore,1783301392914576.39,9699.3495,16482.304,11056.802,NPU:0
MindSpore+GE,1783301392914576.39,9699.3495,16482.304,11056.802,NPU:0
MindSpore,1783301392914592.63,9699.3515,16482.304,11056.804,NPU:0
MindSpore+GE,1783301392914592.63,9699.3515,16482.304,11056.804,NPU:0
MindSpore,1783301392914599.24,9699.3495,16482.304,11056.802,NPU:0
MindSpore+GE,1783301392914599.24,9699.3495,16482.304,11056.802,NPU:0
MindSpore,1783301392914622.96,9568.277,16482.304,10925.7295,NPU:0
MindSpore+GE,1783301392914622.96,9568.277,16482.304,10925.7295,NPU:0
MindSpore,1783301392914809.38,9601.0455,16482.304,10958.498,NPU:0
MindSpore+GE,1783301392914809.38,9601.0455,16482.304,10958.498,NPU:0
MindSpore,1783301392914840.27,9617.4305,16482.304,10974.883,NPU:0
MindSpore+GE,1783301392914840.27,9617.4305,16482.304,10974.883,NPU:0
MindSpore,1783301392914848.39,9601.0455,16482.304,10958.498,NPU:0
MindSpore+GE,1783301392914848.39,9601.0455,16482.304,10958.498,NPU:0
MindSpore,1783301392915051.89,9617.43,16482.304,10974.8825,NPU:0
MindSpore+GE,1783301392915051.89,9617.43,16482.304,10974.8825,NPU:0
MindSpore,1783301392915115.89,9617.4305,16482.304,10974.883,NPU:0
MindSpore+GE,1783301392915115.89,9617.4305,16482.304,10974.883,NPU:0
MindSpore,1783301392915192.72,9650.199,16482.304,11007.6515,NPU:0
MindSpore+GE,1783301392915192.72,9650.199,16482.304,11007.6515,NPU:0
MindSpore,1783301392915211.67,9666.584,16482.304,11024.0365,NPU:0
MindSpore+GE,1783301392915211.67,9666.584,16482.304,11024.0365,NPU:0
MindSpore,1783301392915218.81,9650.199,16482.304,11007.6515,NPU:0
MindSpore+GE,1783301392915218.81,9650.199,16482.304,11007.6515,NPU:0
MindSpore,1783301392915228.76,9633.8145,16482.304,10991.267,NPU:0
MindSpore+GE,1783301392915228.76,9633.8145,16482.304,10991.267,NPU:0
MindSpore,1783301392915232.78,9633.814,16482.304,10991.2665,NPU:0
MindSpore+GE,1783301392915232.78,9633.814,16482.304,10991.2665,NPU:0
MindSpore,1783301392915293.71,9633.8145,16482.304,10991.267,NPU:0
MindSpore+GE,1783301392915293.71,9633.8145,16482.304,10991.267,NPU:0
MindSpore,1783301392915343.12,9650.199,16482.304,11007.6515,NPU:0
MindSpore+GE,1783301392915343.12,9650.199,16482.304,11007.6515,NPU:0
MindSpore,1783301392915426.62,9682.9675,16482.304,11040.42,NPU:0
MindSpore+GE,1783301392915426.62,9682.9675,16482.304,11040.42,NPU:0
MindSpore,1783301392915445.08,9699.3525,16482.304,11056.805,NPU:0
MindSpore+GE,1783301392915445.08,9699.3525,16482.304,11056.805,NPU:0
MindSpore,1783301392915451.18,9682.9675,16482.304,11040.42,NPU:0
MindSpore+GE,1783301392915451.18,9682.9675,16482.304,11040.42,NPU:0
MindSpore,1783301392915459.44,9682.967,16482.304,11040.4195,NPU:0
MindSpore+GE,1783301392915459.44,9682.967,16482.304,11040.4195,NPU:0
MindSpore,1783301392915463.73,9666.5825,16482.304,11024.035,NPU:0
MindSpore+GE,1783301392915463.73,9666.5825,16482.304,11024.035,NPU:0
MindSpore,1783301392915516.85,9699.351,16482.304,11056.8035,NPU:0
MindSpore+GE,1783301392915516.85,9699.351,16482.304,11056.8035,NPU:0
MindSpore,1783301392915542.35,9666.5825,16482.304,11024.035,NPU:0
MindSpore+GE,1783301392915542.35,9666.5825,16482.304,11024.035,NPU:0
MindSpore,1783301392915555.35,9633.814,16482.304,10991.2665,NPU:0
MindSpore+GE,1783301392915555.35,9633.814,16482.304,10991.2665,NPU:0
MindSpore,1783301392915559.09,9601.0455,16482.304,10958.498,NPU:0
MindSpore+GE,1783301392915559.09,9601.0455,16482.304,10958.498,NPU:0
MindSpore,1783301392915571.9,9568.277,16482.304,10925.7295,NPU:0
MindSpore+GE,1783301392915571.9,9568.277,16482.304,10925.7295,NPU:0
MindSpore,1783301392915637.64,9601.0455,16482.304,10958.498,NPU:0
MindSpore+GE,1783301392915637.64,9601.0455,16482.304,10958.498,NPU:0
MindSpore,1783301392915707.38,9600.533,16482.304,10957.9855,NPU:0
MindSpore+GE,1783301392915707.38,9600.533,16482.304,10957.9855,NPU:0
MindSpore,1783301392915741.03,9633.3015,16482.304,10990.754,NPU:0
MindSpore+GE,1783301392915741.03,9633.3015,16482.304,10990.754,NPU:0
MindSpore,1783301392915801.34,9600.533,16482.304,10957.9855,NPU:0
MindSpore+GE,1783301392915801.34,9600.533,16482.304,10957.9855,NPU:0
MindSpore,1783301392915817.83,9600.0205,16482.304,10957.473,NPU:0
MindSpore+GE,1783301392915817.83,9600.0205,16482.304,10957.473,NPU:0
MindSpore,1783301392915953.07,9616.405,16482.304,10973.8575,NPU:0
MindSpore+GE,1783301392915953.07,9616.405,16482.304,10973.8575,NPU:0
MindSpore,1783301392915982.84,9632.79,16482.304,10990.2425,NPU:0
MindSpore+GE,1783301392915982.84,9632.79,16482.304,10990.2425,NPU:0
MindSpore,1783301392915989.3,9616.405,16482.304,10973.8575,NPU:0
MindSpore+GE,1783301392915989.3,9616.405,16482.304,10973.8575,NPU:0
MindSpore,1783301392916063.52,9649.1735,16482.304,11006.626,NPU:0
MindSpore+GE,1783301392916063.52,9649.1735,16482.304,11006.626,NPU:0
MindSpore,1783301392916078.87,9665.5585,16482.304,11023.011,NPU:0
MindSpore+GE,1783301392916078.87,9665.5585,16482.304,11023.011,NPU:0
MindSpore,1783301392916085.81,9649.1735,16482.304,11006.626,NPU:0
MindSpore+GE,1783301392916085.81,9649.1735,16482.304,11006.626,NPU:0
MindSpore,1783301392916122.06,9616.405,16482.304,10973.8575,NPU:0
MindSpore+GE,1783301392916122.06,9616.405,16482.304,10973.8575,NPU:0
MindSpore,1783301392916131.1,9600.0205,16482.304,10957.473,NPU:0
MindSpore+GE,1783301392916131.1,9600.0205,16482.304,10957.473,NPU:0
MindSpore,1783301392916137.01,9632.789,16482.304,10990.2415,NPU:0
MindSpore+GE,1783301392916137.01,9632.789,16482.304,10990.2415,NPU:0
MindSpore,1783301392916170.93,9600.0205,16482.304,10957.473,NPU:0
MindSpore+GE,1783301392916170.93,9600.0205,16482.304,10957.473,NPU:0
MindSpore,1783301392916176.56,9567.252,16482.304,10924.7045,NPU:0
MindSpore+GE,1783301392916176.56,9567.252,16482.304,10924.7045,NPU:0
MindSpore,1783301392916198.32,9583.6365,16482.304,10941.089,NPU:0
MindSpore+GE,1783301392916198.32,9583.6365,16482.304,10941.089,NPU:0
MindSpore,1783301392916231.58,9550.868,16482.304,10908.3205,NPU:0
MindSpore+GE,1783301392916231.58,9550.868,16482.304,10908.3205,NPU:0
MindSpore,1783301392916377.5,9567.2525,16482.304,10924.705,NPU:0
MindSpore+GE,1783301392916377.5,9567.2525,16482.304,10924.705,NPU:0
MindSpore,1783301392916481.43,9575.4455,16482.304,10932.898,NPU:0
MindSpore+GE,1783301392916481.43,9575.4455,16482.304,10932.898,NPU:0
MindSpore,1783301392916488.53,9567.2525,16482.304,10924.705,NPU:0
MindSpore+GE,1783301392916488.53,9567.2525,16482.304,10924.705,NPU:0
MindSpore,1783301392916559.53,9583.637,16482.304,10941.0895,NPU:0
MindSpore+GE,1783301392916559.53,9583.637,16482.304,10941.0895,NPU:0
MindSpore,1783301392916648.84,9591.83,16482.304,10949.2825,NPU:0
MindSpore+GE,1783301392916648.84,9591.83,16482.304,10949.2825,NPU:0
MindSpore,1783301392916657.7,9583.637,16482.304,10941.0895,NPU:0
MindSpore+GE,1783301392916657.7,9583.637,16482.304,10941.0895,NPU:0
MindSpore,1783301392916709.78,9600.0215,16482.304,10957.474,NPU:0
MindSpore+GE,1783301392916709.78,9600.0215,16482.304,10957.474,NPU:0
MindSpore,1783301392916724.35,9583.637,16482.304,10941.0895,NPU:0
MindSpore+GE,1783301392916724.35,9583.637,16482.304,10941.0895,NPU:0
MindSpore,1783301392916738.24,9567.2525,16482.304,10924.705,NPU:0
MindSpore+GE,1783301392916738.24,9567.2525,16482.304,10924.705,NPU:0
MindSpore,1783301392916743.11,9550.868,16482.304,10908.3205,NPU:0
MindSpore+GE,1783301392916743.11,9550.868,16482.304,10908.3205,NPU:0
MindSpore,1783301392916827.42,9681.9405,16482.304,11039.393,NPU:0
MindSpore+GE,1783301392916827.42,9681.9405,16482.304,11039.393,NPU:0
MindSpore,1783301392916855.31,9796.6295,16482.304,11154.082,NPU:0
MindSpore+GE,1783301392916855.31,9796.6295,16482.304,11154.082,NPU:0
MindSpore,1783301392916864.51,9681.9405,16482.304,11039.393,NPU:0
MindSpore+GE,1783301392916864.51,9681.9405,16482.304,11039.393,NPU:0
MindSpore,1783301392916878.09,9550.868,16482.304,10908.3205,NPU:0
MindSpore+GE,1783301392916878.09,9550.868,16482.304,10908.3205,NPU:0
MindSpore,1783301392916884.44,9534.4835,16482.304,10891.936,NPU:0
MindSpore+GE,1783301392916884.44,9534.4835,16482.304,10891.936,NPU:0
MindSpore,1783301392917542.83,9665.556,16482.304,11023.0085,NPU:0
MindSpore+GE,1783301392917542.83,9665.556,16482.304,11023.0085,NPU:0
MindSpore,1783301392917546.61,9667.6045,16482.304,11025.057,NPU:0
MindSpore+GE,1783301392917546.61,9667.6045,16482.304,11025.057,NPU:0
MindSpore,1783301392917549.17,9667.605,16482.304,11025.0575,NPU:0
MindSpore+GE,1783301392917549.17,9667.605,16482.304,11025.0575,NPU:0
MindSpore,1783301392917551.81,9667.6055,16482.304,11025.058,NPU:0
MindSpore+GE,1783301392917551.81,9667.6055,16482.304,11025.058,NPU:0
MindSpore,1783301392917596.38,9975.83,16482.304,11333.2825,NPU:0
MindSpore+GE,1783301392917596.38,9975.83,16482.304,11333.2825,NPU:0
MindSpore,1783301392917606.08,9667.6055,16482.304,11025.058,NPU:0
MindSpore+GE,1783301392917606.08,9667.6055,16482.304,11025.058,NPU:0
MindSpore,1783301392917769.71,9667.605,16482.304,11025.0575,NPU:0
MindSpore+GE,1783301392917769.71,9667.605,16482.304,11025.0575,NPU:0
MindSpore,1783301392917781.23,9536.5325,16482.304,10893.985,NPU:0
MindSpore+GE,1783301392917781.23,9536.5325,16482.304,10893.985,NPU:0
MindSpore,1783301392917822.87,9405.46,16482.304,10762.9125,NPU:0
MindSpore+GE,1783301392917822.87,9405.46,16482.304,10762.9125,NPU:0
MindSpore,1783301392917832.72,9403.4115,16482.304,10760.864,NPU:0
MindSpore+GE,1783301392917832.72,9403.4115,16482.304,10760.864,NPU:0
MindSpore,1783301392917837.75,9272.339,16482.304,10629.7915,NPU:0
MindSpore+GE,1783301392917837.75,9272.339,16482.304,10629.7915,NPU:0
MindSpore,1783301392917842.82,9271.8265,16482.304,10629.279,NPU:0
MindSpore+GE,1783301392917842.82,9271.8265,16482.304,10629.279,NPU:0
MindSpore,1783301392917940.15,9278.995,16482.304,10636.4475,NPU:0
MindSpore+GE,1783301392917940.15,9278.995,16482.304,10636.4475,NPU:0
MindSpore,1783301392917999.11,9285.1395,16482.304,10642.592,NPU:0
MindSpore+GE,1783301392917999.11,9285.1395,16482.304,10642.592,NPU:0
MindSpore,1783301392918366.96,9285.132,16482.304,9285.132,NPU:0
MindSpore+GE,1783301392918366.96,9285.132,16482.304,9285.132,NPU:0
