Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore+GE,1783301392882127.76,9926.4225,16482.304,9926.4235,NPU:0
MindSpore,1783301392882189.4,9959.191,16482.304,9959.192,NPU:0
MindSpore+GE,1783301392882189.4,9959.191,16482.304,9959.192,NPU:0
MindSpore,1783301392882257.17,9958.6785,16482.304,9958.6795,NPU:0
MindSpore+GE,1783301392882257.17,9958.6785,16482.304,9958.6795,NPU:0
MindSpore,1783301392882294.19,9991.447,16482.304,9991.448,NPU:0
MindSpore+GE,1783301392882294.19,9991.447,16482.304,9991.448,NPU:0
MindSpore,1783301392882346.52,9958.6785,16482.304,9958.6795,NPU:0
MindSpore+GE,1783301392882346.52,9958.6785,16482.304,9958.6795,NPU:0
MindSpore,1783301392882365.26,9958.166,16482.304,9958.167,NPU:0
MindSpore+GE,1783301392882365.26,9958.166,16482.304,9958.167,NPU:0
MindSpore,1783301392882493.96,9974.5505,16482.304,9974.5515,NPU:0
MindSpore+GE,1783301392882493.96,9974.5505,16482.304,9974.5515,NPU:0
MindSpore,1783301392882529.12,9990.9355,16482.304,9990.9365,NPU:0
MindSpore+GE,1783301392882529.12,9990.9355,16482.304,9990.9365,NPU:0
MindSpore,1783301392882537.15,9974.5505,16482.304,9974.5515,NPU:0
MindSpore+GE,1783301392882537.15,9974.5505,16482.304,9974.5515,NPU:0
MindSpore,1783301392882592.55,10007.319,16482.304,10007.32,NPU:0
MindSpore+GE,1783301392882592.55,10007.319,16482.304,10007.32,NPU:0
MindSpore,1783301392882612.33,10023.704,16482.304,10023.705,NPU:0
MindSpore+GE,1783301392882612.33,10023.704,16482.304,10023.705,NPU:0
MindSpore,1783301392882621.05,10007.319,16482.304,10007.32,NPU:0
MindSpore+GE,1783301392882621.05,10007.319,16482.304,10007.32,NPU:0
MindSpore,1783301392882667.89,9974.5505,16482.304,9974.5515,NPU:0
MindSpore+GE,1783301392882667.89,9974.5505,16482.304,9974.5515,NPU:0
MindSpore,1783301392882677.47,9958.166,16482.304,9958.167,NPU:0
MindSpore+GE,1783301392882677.47,9958.166,16482.304,9958.167,NPU:0
MindSpore,1783301392882682.01,9990.9345,16482.304,9990.9355,NPU:0
MindSpore+GE,1783301392882682.01,9990.9345,16482.304,9990.9355,NPU:0
MindSpore,1783301392882715.64,9958.166,16482.304,9958.167,NPU:0
MindSpore+GE,1783301392882715.64,9958.166,16482.304,9958.167,NPU:0
MindSpore,1783301392882729.9,9925.3975,16482.304,9925.3985,NPU:0
MindSpore+GE,1783301392882729.9,9925.3975,16482.304,9925.3985,NPU:0
MindSpore,1783301392882750.37,9941.782,16482.304,9941.783,NPU:0
MindSpore+GE,1783301392882750.37,9941.782,16482.304,9941.783,NPU:0
MindSpore,1783301392882792.57,9909.0135,16482.304,9909.0145,NPU:0
MindSpore+GE,1783301392882792.57,9909.0135,16482.304,9909.0145,NPU:0
MindSpore,1783301392882893.41,9925.398,16482.304,9925.399,NPU:0
MindSpore+GE,1783301392882893.41,9925.398,16482.304,9925.399,NPU:0
MindSpore,1783301392882999.79,9933.591,16482.304,9933.592,NPU:0
MindSpore+GE,1783301392882999.79,9933.591,16482.304,9933.592,NPU:0
MindSpore,1783301392883008.59,9925.398,16482.304,9925.399,NPU:0
MindSpore+GE,1783301392883008.59,9925.398,16482.304,9925.399,NPU:0
MindSpore,1783301392883069.86,9941.7825,16482.304,9941.7835,NPU:0
MindSpore+GE,1783301392883069.86,9941.7825,16482.304,9941.7835,NPU:0
MindSpore,1783301392883181.28,9949.9755,16482.304,9949.9765,NPU:0
MindSpore+GE,1783301392883181.28,9949.9755,16482.304,9949.9765,NPU:0
MindSpore,1783301392883188.5,9941.7825,16482.304,9941.7835,NPU:0
MindSpore+GE,1783301392883188.5,9941.7825,16482.304,9941.7835,NPU:0
MindSpore,1783301392883235.15,9925.398,16482.304,9925.399,NPU:0
MindSpore+GE,1783301392883235.15,9925.398,16482.304,9925.399,NPU:0
MindSpore,1783301392883248.64,9941.7825,16482.304,9941.7835,NPU:0
MindSpore+GE,1783301392883248.64,9941.7825,16482.304,9941.7835,NPU:0
MindSpore,1783301392883284.42,9925.398,16482.304,9925.399,NPU:0
MindSpore+GE,1783301392883284.42,9925.398,16482.304,9925.399,NPU:0
MindSpore,1783301392883288.28,9909.0135,16482.304,9909.0145,NPU:0
MindSpore+GE,1783301392883288.28,9909.0135,16482.304,9909.0145,NPU:0
MindSpore,1783301392883340.77,10040.086,16482.304,10040.087,NPU:0
MindSpore+GE,1783301392883340.77,10040.086,16482.304,10040.087,NPU:0
MindSpore,1783301392883360.37,10154.775,16482.304,10154.776,NPU:0
MindSpore+GE,1783301392883360.37,10154.775,16482.304,10154.776,NPU:0
MindSpore,1783301392883367.94,10040.086,16482.304,10040.087,NPU:0
MindSpore+GE,1783301392883367.94,10040.086,16482.304,10040.087,NPU:0
MindSpore,1783301392883384.67,9909.0135,16482.304,9909.0145,NPU:0
MindSpore+GE,1783301392883384.67,9909.0135,16482.304,9909.0145,NPU:0
MindSpore,1783301392883391.22,9892.629,16482.304,9892.63,NPU:0
MindSpore+GE,1783301392883391.22,9892.629,16482.304,9892.63,NPU:0
MindSpore,1783301392883791.1,9894.6775,16482.304,9894.6785,NPU:0
MindSpore+GE,1783301392883791.1,9894.6775,16482.304,9894.6785,NPU:0
MindSpore,1783301392883795.69,9894.68,16482.304,9894.681,NPU:0
MindSpore+GE,1783301392883795.69,9894.68,16482.304,9894.681,NPU:0
MindSpore,1783301392883840.06,9911.1455,16482.304,9911.1465,NPU:0
MindSpore+GE,1783301392883840.06,9911.1455,16482.304,9911.1465,NPU:0
MindSpore,1783301392883848.3,9894.68,16482.304,9894.681,NPU:0
MindSpore+GE,1783301392883848.3,9894.68,16482.304,9894.681,NPU:0
MindSpore,1783301392883866.84,9892.6315,16482.304,9892.6325,NPU:0
MindSpore+GE,1783301392883866.84,9892.6315,16482.304,9892.6325,NPU:0
MindSpore,1783301392883881.3,9890.583,16482.304,9890.584,NPU:0
MindSpore+GE,1783301392883881.3,9890.583,16482.304,9890.584,NPU:0
MindSpore,1783301392883891.13,9890.5745,16482.304,9890.5755,NPU:0
MindSpore+GE,1783301392883891.13,9890.5745,16482.304,9890.5755,NPU:0
MindSpore,1783301392884149.56,9890.574,16482.304,9890.574,NPU:0
MindSpore+GE,1783301392884149.56,9890.574,16482.304,9890.574,NPU:0
MindSpore,1783301392884653.52,9890.5755,16482.304,9890.5755,NPU:0
MindSpore+GE,1783301392884653.52,9890.5755,16482.304,9890.5755,NPU:0
MindSpore,1783301392885012.07,9890.573,16482.304,9890.577,NPU:0
MindSpore+GE,1783301392885012.07,9890.573,16482.304,9890.577,NPU:0
MindSpore,1783301392885186.75,9897.7415,16482.304,9897.7455,NPU:0
MindSpore+GE,1783301392885186.75,9897.7415,16482.304,9897.7455,NPU:0
MindSpore,1783301392885387.85,9899.534,16482.304,9899.538,NPU:0
MindSpore+GE,1783301392885387.85,9899.534,16482.304,9899.538,NPU:0
MindSpore,1783301392885482.89,9906.7025,16482.304,9906.7065,NPU:0
MindSpore+GE,1783301392885482.89,9906.7025,16482.304,9906.7065,NPU:0
MindSpore,1783301392885504.6,9904.654,16482.304,9904.658,NPU:0
MindSpore+GE,1783301392885504.6,9904.654,16482.304,9904.658,NPU:0
MindSpore,1783301392885520.52,9897.4855,16482.304,9897.4895,NPU:0
MindSpore+GE,1783301392885520.52,9897.4855,16482.304,9897.4895,NPU:0
MindSpore,1783301392885527.01,9890.317,16482.304,9890.321,NPU:0
MindSpore+GE,1783301392885527.01,9890.317,16482.304,9890.321,NPU:0
MindSpore,1783301392885549.29,9888.5245,16482.304,9888.5285,NPU:0
MindSpore+GE,1783301392885549.29,9888.5245,16482.304,9888.5285,NPU:0
MindSpore,1783301392885611.59,9892.109,16482.304,9892.113,NPU:0
MindSpore+GE,1783301392885611.59,9892.109,16482.304,9892.113,NPU:0
MindSpore,1783301392885647.92,9893.9035,16482.304,9893.9075,NPU:0
MindSpore+GE,1783301392885647.92,9893.9035,16482.304,9893.9075,NPU:0
MindSpore,1783301392885678.01,9892.109,16482.304,9892.113,NPU:0
MindSpore+GE,1783301392885678.01,9892.109,16482.304,9892.113,NPU:0
MindSpore,1783301392885705.43,9890.3165,16482.304,9890.3205,NPU:0
MindSpore+GE,1783301392885705.43,9890.3165,16482.304,9890.3205,NPU:0
MindSpore,1783301392885753.01,10152.461,16482.304,10152.465,NPU:0
MindSpore+GE,1783301392885753.01,10152.461,16482.304,10152.465,NPU:0
MindSpore,1783301392885786.27,10021.3885,16482.304,10021.3925,NPU:0
MindSpore+GE,1783301392885786.27,10021.3885,16482.304,10021.3925,NPU:0
MindSpore,1783301392885858.96,10283.533,16482.304,10283.537,NPU:0
MindSpore+GE,1783301392885858.96,10283.533,16482.304,10283.537,NPU:0
MindSpore,1783301392885863.06,10283.5355,16482.304,10283.5395,NPU:0
MindSpore+GE,1783301392885863.06,10283.5355,16482.304,10283.5395,NPU:0
MindSpore,1783301392885898.62,10300.001,16482.304,10300.005,NPU:0
MindSpore+GE,1783301392885898.62,10300.001,16482.304,10300.005,NPU:0
MindSpore,1783301392885909.35,10283.5355,16482.304,10283.5395,NPU:0
MindSpore+GE,1783301392885909.35,10283.5355,16482.304,10283.5395,NPU:0
MindSpore,1783301392885918.82,10283.533,16482.304,10283.537,NPU:0
MindSpore+GE,1783301392885918.82,10283.533,16482.304,10283.537,NPU:0
MindSpore,1783301392885930.07,10021.3885,16482.304,10021.3925,NPU:0
MindSpore+GE,1783301392885930.07,10021.3885,16482.304,10021.3925,NPU:0
MindSpore,1783301392885945.5,9759.244,16482.304,9759.248,NPU:0
MindSpore+GE,1783301392885945.5,9759.244,16482.304,9759.248,NPU:0
MindSpore,1783301392885955.66,9758.7315,16482.304,9758.7355,NPU:0
MindSpore+GE,1783301392885955.66,9758.7315,16482.304,9758.7355,NPU:0
MindSpore,1783301392885968.97,9889.804,16482.304,9889.808,NPU:0
MindSpore+GE,1783301392885968.97,9889.804,16482.304,9889.808,NPU:0
MindSpore,1783301392886006.78,9627.6595,16482.304,9627.6635,NPU:0
MindSpore+GE,1783301392886006.78,9627.6595,16482.304,9627.6635,NPU:0
MindSpore,1783301392886104.42,9633.804,16482.304,9633.808,NPU:0
MindSpore+GE,1783301392886104.42,9633.804,16482.304,9633.808,NPU:0
MindSpore,1783301392886129.63,9666.573,16482.304,9666.577,NPU:0
MindSpore+GE,1783301392886129.63,9666.573,16482.304,9666.577,NPU:0
MindSpore,1783301392886135.5,9633.804,16482.304,9633.808,NPU:0
MindSpore+GE,1783301392886135.5,9633.804,16482.304,9633.808,NPU:0
MindSpore,1783301392886299.74,9732.1085,16482.304,9732.1125,NPU:0
MindSpore+GE,1783301392886299.74,9732.1085,16482.304,9732.1125,NPU:0
MindSpore,1783301392886321.43,9752.5895,16482.304,9752.5935,NPU:0
MindSpore+GE,1783301392886321.43,9752.5895,16482.304,9752.5935,NPU:0
MindSpore,1783301392886332.02,9732.1085,16482.304,9732.1125,NPU:0
MindSpore+GE,1783301392886332.02,9732.1085,16482.304,9732.1125,NPU:0
MindSpore,1783301392886394.68,9738.253,16482.304,9738.257,NPU:0
MindSpore+GE,1783301392886394.68,9738.253,16482.304,9738.257,NPU:0
MindSpore,1783301392886424.44,9607.1805,16482.304,9607.1845,NPU:0
MindSpore+GE,1783301392886424.44,9607.1805,16482.304,9607.1845,NPU:0
MindSpore,1783301392886430.6,9601.036,16482.304,9601.04,NPU:0
MindSpore+GE,1783301392886430.6,9601.036,16482.304,9601.04,NPU:0
MindSpore,1783301392886435.95,9594.8915,16482.304,9594.8955,NPU:0
MindSpore+GE,1783301392886435.95,9594.8915,16482.304,9594.8955,NPU:0
MindSpore,1783301392886449.58,9588.747,16482.304,9588.751,NPU:0
MindSpore+GE,1783301392886449.58,9588.747,16482.304,9588.751,NPU:0
MindSpore,1783301392886460.84,9490.4425,16482.304,9490.4465,NPU:0
MindSpore+GE,1783301392886460.84,9490.4425,16482.304,9490.4465,NPU:0
MindSpore,1783301392886512.66,9687.051,16482.304,9687.055,NPU:0
MindSpore+GE,1783301392886512.66,9687.051,16482.304,9687.055,NPU:0
MindSpore,1783301392886542.36,9785.3575,16482.304,9785.3615,NPU:0
MindSpore+GE,1783301392886542.36,9785.3575,16482.304,9785.3615,NPU:0
MindSpore,1783301392886550.46,9687.051,16482.304,9687.055,NPU:0
MindSpore+GE,1783301392886550.46,9687.051,16482.304,9687.055,NPU:0
MindSpore,1783301392886563.25,9588.7465,16482.304,9588.7505,NPU:0
MindSpore+GE,1783301392886563.25,9588.7465,16482.304,9588.7505,NPU:0
MindSpore,1783301392886999.69,9594.891,16482.304,9594.895,NPU:0
MindSpore+GE,1783301392886999.69,9594.891,16482.304,9594.895,NPU:0
MindSpore,1783301392887004.13,9594.8975,16482.304,9594.9015,NPU:0
MindSpore+GE,1783301392887004.13,9594.8975,16482.304,9594.9015,NPU:0
MindSpore,1783301392887041.65,9611.523,16482.304,9611.527,NPU:0
MindSpore+GE,1783301392887041.65,9611.523,16482.304,9611.527,NPU:0
MindSpore,1783301392887052.54,9594.8975,16482.304,9594.9015,NPU:0
MindSpore+GE,1783301392887052.54,9594.8975,16482.304,9594.9015,NPU:0
MindSpore,1783301392887067.07,9588.753,16482.304,9588.757,NPU:0
MindSpore+GE,1783301392887067.07,9588.753,16482.304,9588.757,NPU:0
MindSpore,1783301392887083.07,9582.6085,16482.304,9582.6125,NPU:0
MindSpore+GE,1783301392887083.07,9582.6085,16482.304,9582.6125,NPU:0
MindSpore,1783301392887093.75,9582.6,16482.304,9582.604,NPU:0
MindSpore+GE,1783301392887093.75,9582.6,16482.304,9582.604,NPU:0
MindSpore,1783301392887339.47,9582.5975,16482.304,9582.5975,NPU:0
MindSpore+GE,1783301392887339.47,9582.5975,16482.304,9582.5975,NPU:0
MindSpore,1783301392887697.71,9582.601,16482.304,9582.601,NPU:0
MindSpore+GE,1783301392887697.71,9582.601,16482.304,9582.601,NPU:0
MindSpore,1783301392888006.58,9582.5945,16482.304,9582.6045,NPU:0
MindSpore+GE,1783301392888006.58,9582.5945,16482.304,9582.6045,NPU:0
MindSpore,1783301392888142.75,9589.763,16482.304,9589.773,NPU:0
MindSpore+GE,1783301392888142.75,9589.763,16482.304,9589.773,NPU:0
MindSpore,1783301392888314.42,9595.1395,16482.304,9595.1495,NPU:0
MindSpore+GE,1783301392888314.42,9595.1395,16482.304,9595.1495,NPU:0
MindSpore,1783301392888403.19,9602.308,16482.304,9602.318,NPU:0
MindSpore+GE,1783301392888403.19,9602.308,16482.304,9602.318,NPU:0
MindSpore,1783301392888422.09,9596.1635,16482.304,9596.1735,NPU:0
MindSpore+GE,1783301392888422.09,9596.1635,16482.304,9596.1735,NPU:0
MindSpore,1783301392888432.23,9588.995,16482.304,9589.005,NPU:0
MindSpore+GE,1783301392888432.23,9588.995,16482.304,9589.005,NPU:0
MindSpore,1783301392888439.86,9581.8265,16482.304,9581.8365,NPU:0
MindSpore+GE,1783301392888439.86,9581.8265,16482.304,9581.8365,NPU:0
MindSpore,1783301392888447.55,9574.658,16482.304,9574.668,NPU:0
MindSpore+GE,1783301392888447.55,9574.658,16482.304,9574.668,NPU:0
MindSpore,1783301392888457.6,9569.2815,16482.304,9569.2915,NPU:0
MindSpore+GE,1783301392888457.6,9569.2815,16482.304,9569.2915,NPU:0
MindSpore,1783301392888516.56,9580.034,16482.304,9580.044,NPU:0
MindSpore+GE,1783301392888516.56,9580.034,16482.304,9580.044,NPU:0
MindSpore,1783301392888542.43,9585.4125,16482.304,9585.4225,NPU:0
MindSpore+GE,1783301392888542.43,9585.4125,16482.304,9585.4225,NPU:0
MindSpore,1783301392888550.18,9580.034,16482.304,9580.044,NPU:0
MindSpore+GE,1783301392888550.18,9580.034,16482.304,9580.044,NPU:0
MindSpore,1783301392888560.02,9574.6575,16482.304,9574.6675,NPU:0
MindSpore+GE,1783301392888560.02,9574.6575,16482.304,9574.6675,NPU:0
MindSpore,1783301392888912.86,9581.826,16482.304,9581.836,NPU:0
MindSpore+GE,1783301392888912.86,9581.826,16482.304,9581.836,NPU:0
MindSpore,1783301392888917.43,9581.8335,16482.304,9581.8435,NPU:0
MindSpore+GE,1783301392888917.43,9581.8335,16482.304,9581.8435,NPU:0
MindSpore,1783301392888947.17,9598.499,16482.304,9598.509,NPU:0
MindSpore+GE,1783301392888947.17,9598.499,16482.304,9598.509,NPU:0
MindSpore,1783301392888956.84,9581.8335,16482.304,9581.8435,NPU:0
MindSpore+GE,1783301392888956.84,9581.8335,16482.304,9581.8435,NPU:0
MindSpore,1783301392888969.36,9574.665,16482.304,9574.675,NPU:0
MindSpore+GE,1783301392888969.36,9574.665,16482.304,9574.675,NPU:0
MindSpore,1783301392888984.57,9567.4965,16482.304,9567.5065,NPU:0
MindSpore+GE,1783301392888984.57,9567.4965,16482.304,9567.5065,NPU:0
MindSpore,1783301392888991.82,9567.488,16482.304,9567.498,NPU:0
MindSpore+GE,1783301392888991.82,9567.488,16482.304,9567.498,NPU:0
MindSpore,1783301392889259.7,9567.4815,16482.304,9567.4815,NPU:0
MindSpore+GE,1783301392889259.7,9567.4815,16482.304,9567.4815,NPU:0
MindSpore,1783301392889566.46,9567.4855,16482.304,9567.4855,NPU:0
MindSpore+GE,1783301392889566.46,9567.4855,16482.304,9567.4855,NPU:0
MindSpore,1783301392889872.65,9567.478,16482.304,9567.4895,NPU:0
MindSpore+GE,1783301392889872.65,9567.478,16482.304,9567.4895,NPU:0
MindSpore,1783301392889961.52,9574.6465,16482.304,9574.658,NPU:0
MindSpore+GE,1783301392889961.52,9574.6465,16482.304,9574.658,NPU:0
MindSpore,1783301392889992.18,9567.478,16482.304,9567.4895,NPU:0
MindSpore+GE,1783301392889992.18,9567.478,16482.304,9567.4895,NPU:0
MindSpore,1783301392889996.19,9560.3095,16482.304,9560.321,NPU:0
MindSpore+GE,1783301392889996.19,9560.3095,16482.304,9560.321,NPU:0
MindSpore,1783301392890122.69,9564.406,16482.304,9564.4175,NPU:0
MindSpore+GE,1783301392890122.69,9564.406,16482.304,9564.4175,NPU:0
MindSpore,1783301392890175.19,9564.9185,16482.304,9564.93,NPU:0
MindSpore+GE,1783301392890175.19,9564.9185,16482.304,9564.93,NPU:0
MindSpore,1783301392890496.08,9564.911,16482.304,9564.911,NPU:0
MindSpore+GE,1783301392890496.08,9564.911,16482.304,9564.911,NPU:0
MindSpore,1783301392890942.5,9630.4475,16482.304,9630.4475,NPU:0
MindSpore+GE,1783301392890942.5,9630.4475,16482.304,9630.4475,NPU:0
MindSpore,1783301392891625.71,9630.456,16482.304,9827.065,NPU:0
MindSpore+GE,1783301392891625.71,9630.456,16482.304,9827.065,NPU:0
MindSpore,1783301392892330.11,9634.0405,16482.304,9830.6745,NPU:0
MindSpore+GE,1783301392892330.11,9634.0405,16482.304,9830.6745,NPU:0
MindSpore,1783301392892999.13,9637.625,16482.304,9845.012,NPU:0
MindSpore+GE,1783301392892999.13,9637.625,16482.304,9845.012,NPU:0
MindSpore,1783301392893627.8,9662.2015,16482.304,9880.3415,NPU:0
MindSpore+GE,1783301392893627.8,9662.2015,16482.304,9880.3415,NPU:0
MindSpore,1783301392894318.46,9662.204,16482.304,9954.073,NPU:0
MindSpore+GE,1783301392894318.46,9662.204,16482.304,9954.073,NPU:0
MindSpore,1783301392895006.06,9663.1005,16482.304,9954.9765,NPU:0
MindSpore+GE,1783301392895006.06,9663.1005,16482.304,9954.9765,NPU:0
MindSpore,1783301392895672.75,9663.997,16482.304,9958.562,NPU:0
MindSpore+GE,1783301392895672.75,9663.997,16482.304,9958.562,NPU:0
MindSpore,1783301392896294.33,9664.2215,16482.304,9961.4755,NPU:0
MindSpore+GE,1783301392896294.33,9664.2215,16482.304,9961.4755,NPU:0
MindSpore,1783301392896960.97,9692.894,16482.304,9990.821,NPU:0
MindSpore+GE,1783301392896960.97,9692.894,16482.304,9990.821,NPU:0
MindSpore,1783301392897579.22,9698.2705,16482.304,10082.2145,NPU:0
MindSpore+GE,1783301392897579.22,9698.2705,16482.304,10082.2145,NPU:0
MindSpore,1783301392898244.91,9796.575,16482.304,10196.648,NPU:0
MindSpore+GE,1783301392898244.91,9796.575,16482.304,10196.648,NPU:0
MindSpore,1783301392898920.44,9798.3675,16482.304,10493.3535,NPU:0
MindSpore+GE,1783301392898920.44,9798.3675,16482.304,10493.3535,NPU:0
MindSpore,1783301392899591.73,9827.04,16482.304,10527.403,NPU:0
MindSpore+GE,1783301392899591.73,9827.04,16482.304,10527.403,NPU:0
MindSpore,1783301392900256.34,9841.3765,16482.304,10627.7565,NPU:0
MindSpore+GE,1783301392900256.34,9841.3765,16482.304,10627.7565,NPU:0
MindSpore,1783301392900887.86,9848.545,16482.304,10677.934,NPU:0
MindSpore+GE,1783301392900887.86,9848.545,16482.304,10677.934,NPU:0
MindSpore,1783301392901563.01,9852.1295,16482.304,10703.0235,NPU:0
MindSpore+GE,1783301392901563.01,9852.1295,16482.304,10703.0235,NPU:0
MindSpore,1783301392901853.86,9721.057,16482.304,10582.704,NPU:0
MindSpore+GE,1783301392901853.86,9721.057,16482.304,10582.704,NPU:0
MindSpore,1783301392901881.13,9721.0405,16482.304,10582.6875,NPU:0
MindSpore+GE,1783301392901881.13,9721.0405,16482.304,10582.6875,NPU:0
MindSpore,1783301392901903.41,9713.872,16482.304,10575.519,NPU:0
MindSpore+GE,1783301392901903.41,9713.872,16482.304,10575.519,NPU:0
MindSpore,1783301392901925.76,9706.7035,16482.304,10568.3505,NPU:0
MindSpore+GE,1783301392901925.76,9706.7035,16482.304,10568.3505,NPU:0
MindSpore,1783301392901945.23,9657.551,16482.304,10519.198,NPU:0
MindSpore+GE,1783301392901945.23,9657.551,16482.304,10519.198,NPU:0
MindSpore,1783301392901965.79,9657.5465,16482.304,10519.1935,NPU:0
MindSpore+GE,1783301392901965.79,9657.5465,16482.304,10519.1935,NPU:0
MindSpore,1783301392901986.52,9655.754,16482.304,10517.401,NPU:0
MindSpore+GE,1783301392901986.52,9655.754,16482.304,10517.401,NPU:0
MindSpore,1783301392902007.18,9653.9615,16482.304,10515.6085,NPU:0
MindSpore+GE,1783301392902007.18,9653.9615,16482.304,10515.6085,NPU:0
MindSpore,1783301392902024.72,9653.513,16482.304,10515.16,NPU:0
MindSpore+GE,1783301392902024.72,9653.513,16482.304,10515.16,NPU:0
MindSpore,1783301392902047.37,9596.1685,16482.304,10457.8155,NPU:0
MindSpore+GE,1783301392902047.37,9596.1685,16482.304,10457.8155,NPU:0
MindSpore,1783301392902078.05,9585.416,16482.304,10447.063,NPU:0
MindSpore+GE,1783301392902078.05,9585.416,16482.304,10447.063,NPU:0
MindSpore,1783301392902105.19,9388.8075,16482.304,10250.4545,NPU:0
MindSpore+GE,1783301392902105.19,9388.8075,16482.304,10250.4545,NPU:0
MindSpore,1783301392902139.65,9385.223,16482.304,10246.87,NPU:0
MindSpore+GE,1783301392902139.65,9385.223,16482.304,10246.87,NPU:0
MindSpore,1783301392902167.24,9327.8785,16482.304,10189.5255,NPU:0
MindSpore+GE,1783301392902167.24,9327.8785,16482.304,10189.5255,NPU:0
MindSpore,1783301392902190.77,9299.206,16482.304,10160.853,NPU:0
MindSpore+GE,1783301392902190.77,9299.206,16482.304,10160.853,NPU:0
MindSpore,1783301392902211.02,9284.8695,16482.304,10146.5165,NPU:0
MindSpore+GE,1783301392902211.02,9284.8695,16482.304,10146.5165,NPU:0
MindSpore,1783301392902231.04,9277.701,16482.304,10139.348,NPU:0
MindSpore+GE,1783301392902231.04,9277.701,16482.304,10139.348,NPU:0
MindSpore,1783301392902495.24,9277.6985,16482.304,10139.3455,NPU:0
MindSpore+GE,1783301392902495.24,9277.6985,16482.304,10139.3455,NPU:0
MindSpore,1783301392902733.35,9277.698,16482.304,10139.345,NPU:0
MindSpore+GE,1783301392902733.35,9277.698,16482.304,10139.345,NPU:0
MindSpore,1783301392902913.08,9277.6975,16482.304,10139.3445,NPU:0
MindSpore+GE,1783301392902913.08,9277.6975,16482.304,10139.3445,NPU:0
MindSpore,1783301392902947.36,9273.601,16482.304,10135.248,NPU:0
MindSpore+GE,1783301392902947.36,9273.601,16482.304,10135.248,NPU:0
MindSpore,1783301392902960.09,9273.5925,16482.304,10135.2395,NPU:0
MindSpore+GE,1783301392902960.09,9273.5925,16482.304,10135.2395,NPU:0
MindSpore,1783301392902967.19,9273.08,16482.304,10134.727,NPU:0
MindSpore+GE,1783301392902967.19,9273.08,16482.304,10134.727,NPU:0
MindSpore,1783301392903147.18,10178.0405,16482.304,11039.6875,NPU:0
MindSpore+GE,1783301392903147.18,10178.0405,16482.304,11039.6875,NPU:0
MindSpore,1783301392905477.15,10190.329,16482.304,12409.417,NPU:0
MindSpore+GE,1783301392905477.15,10190.329,16482.304,12409.417,NPU:0
MindSpore,1783301392905504.72,10210.81,16482.304,12429.898,NPU:0
MindSpore+GE,1783301392905504.72,10210.81,16482.304,12429.898,NPU:0
MindSpore,1783301392905512.87,10190.329,16482.304,12409.417,NPU:0
MindSpore+GE,1783301392905512.87,10190.329,16482.304,12409.417,NPU:0
MindSpore,1783301392905696.8,10201.0815,16482.304,12420.1695,NPU:0
MindSpore+GE,1783301392905696.8,10201.0815,16482.304,12420.1695,NPU:0
MindSpore,1783301392905719.71,10221.5625,16482.304,12440.6505,NPU:0
MindSpore+GE,1783301392905719.71,10221.5625,16482.304,12440.6505,NPU:0
MindSpore,1783301392905726.48,10201.0815,16482.304,12420.1695,NPU:0
MindSpore+GE,1783301392905726.48,10201.0815,16482.304,12420.1695,NPU:0
MindSpore,1783301392905759.31,10188.793,16482.304,12407.881,NPU:0
MindSpore+GE,1783301392905759.31,10188.793,16482.304,12407.881,NPU:0
MindSpore,1783301392905771.81,10178.0405,16482.304,12397.1285,NPU:0
MindSpore+GE,1783301392905771.81,10178.0405,16482.304,12397.1285,NPU:0
MindSpore,1783301392905830.79,10199.545,16482.304,12418.633,NPU:0
MindSpore+GE,1783301392905830.79,10199.545,16482.304,12418.633,NPU:0
MindSpore,1783301392905861.34,10210.2995,16482.304,12429.3875,NPU:0
MindSpore+GE,1783301392905861.34,10210.2995,16482.304,12429.3875,NPU:0
MindSpore,1783301392905869.76,10199.545,16482.304,12418.633,NPU:0
MindSpore+GE,1783301392905869.76,10199.545,16482.304,12418.633,NPU:0
MindSpore,1783301392905880.99,10188.7925,16482.304,12407.8805,NPU:0
MindSpore+GE,1783301392905880.99,10188.7925,16482.304,12407.8805,NPU:0
MindSpore,1783301392905943.64,10201.081,16482.304,12420.169,NPU:0
MindSpore+GE,1783301392905943.64,10201.081,16482.304,12420.169,NPU:0
MindSpore,1783301392905976.4,10213.37,16482.304,12432.458,NPU:0
MindSpore+GE,1783301392905976.4,10213.37,16482.304,12432.458,NPU:0
MindSpore,1783301392905983.96,10201.081,16482.304,12420.169,NPU:0
MindSpore+GE,1783301392905983.96,10201.081,16482.304,12420.169,NPU:0
MindSpore,1783301392906013.58,10213.3695,16482.304,12432.4575,NPU:0
MindSpore+GE,1783301392906013.58,10213.3695,16482.304,12432.4575,NPU:0
MindSpore,1783301392906093.01,10201.081,16482.304,12420.169,NPU:0
MindSpore+GE,1783301392906093.01,10201.081,16482.304,12420.169,NPU:0
MindSpore,1783301392906107.63,10188.7925,16482.304,12407.8805,NPU:0
MindSpore+GE,1783301392906107.63,10188.7925,16482.304,12407.8805,NPU:0
MindSpore,1783301392906132.27,10201.081,16482.304,12420.169,NPU:0
MindSpore+GE,1783301392906132.27,10201.081,16482.304,12420.169,NPU:0
MindSpore,1783301392906165.85,10213.37,16482.304,12432.458,NPU:0
